;amount;3D_secured;day;current_paid_fee;current_number_of_try;has_predecessors;hour;minute;second;month_as_int;Is_Monday;Is_Tuesday;Is_Wednesday;Is_Thursday;Is_Friday;Is_Saturday;Is_Sunday;Is_Moneycard;Is_Goldcard;Is_UK_Card;Is_Simplecard;success_fee;fail_fee;Is_Visa;Is_Diners;Is_Master;Is_Germany;Is_Austria;Is_Switzerland
8742;159;1;9;1.0;2;1;14;53;10;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8743;323;0;9;0.0;1;0;14;54;57;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8744;323;0;9;1.0;2;1;14;55;30;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8745;159;0;9;0.0;1;0;14;57;5;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;1;0
8746;159;0;9;1.0;2;1;14;57;24;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;0;1;0;1;0
8747;159;0;9;1.5;3;1;14;57;59;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;1;0
8748;297;0;9;0.0;1;0;14;59;14;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;1;0;0;1;0
8749;297;0;9;0.5;2;1;14;59;15;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;0;1;0
8750;225;0;9;0.0;1;0;15;0;38;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8751;225;0;9;1.0;2;1;15;1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
8752;225;0;9;1.5;3;1;15;1;13;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
8753;37;1;9;0.0;1;0;15;3;18;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;1;0;0;1;0
8754;367;1;9;0.0;1;0;15;5;21;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;0;1;0;1;0
8755;148;0;9;0.0;1;0;15;10;52;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;1;0
8756;35;0;9;0.0;1;0;15;14;53;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;0;1;0;1;0
8757;105;0;9;0.0;1;0;15;16;49;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
8758;105;0;9;1.0;2;1;15;17;29;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
8759;123;1;9;0.0;1;0;15;18;57;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8760;297;0;9;0.0;1;0;15;26;25;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;1;0
8761;297;0;9;1.0;2;1;15;26;32;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;0;1;0;1;0
8762;189;0;9;0.0;1;0;15;29;10;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
8763;254;0;9;0.0;1;0;15;30;20;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8764;45;0;9;0.0;1;0;15;32;53;1;0;0;1;0;0;0;0;0;1;0;0;10;5.0;0;1;0;0;0;1
8765;280;0;9;0.0;1;0;15;34;23;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;1;0
8766;280;0;9;1.0;2;1;15;34;24;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;0;1;0;1;0
8767;280;0;9;3.0;3;1;15;34;33;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;1;0
8768;245;0;9;0.0;1;0;15;37;53;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;0;1;0;1;0
8769;245;0;9;0.5;2;1;15;38;14;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;0;1;0;1;0
8770;244;0;9;0.0;1;0;15;40;23;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;1;0;0;1;0;0
8771;244;0;9;1.0;2;1;15;40;50;1;0;0;1;0;0;0;0;0;1;0;0;10;5.0;1;0;0;1;0;0
8772;244;0;9;6.0;3;1;15;41;37;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;1;0;0;1;0;0
8773;286;0;9;0.0;1;0;15;43;26;1;0;0;1;0;0;0;0;0;1;0;0;10;5.0;0;0;1;0;0;1
8774;207;0;9;0.0;1;0;15;45;5;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8775;214;0;9;0.0;1;0;15;46;30;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
8776;214;0;9;2.0;2;1;15;47;12;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8777;214;0;9;3.0;3;1;15;47;15;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
8778;324;0;9;0.0;1;0;15;49;3;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;0;1;0;0;1
8779;256;1;9;0.0;1;0;15;50;48;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
8780;256;1;9;1.0;2;1;15;51;11;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
8781;125;1;9;0.0;1;0;15;53;8;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;1;0;0;1;0
8782;242;0;9;0.0;1;0;15;54;37;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8783;202;1;9;0.0;1;0;15;59;24;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;1;0;0;0;1;0
8784;154;0;9;0.0;1;0;16;0;58;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8785;292;1;9;0.0;1;0;16;2;15;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;1;0
8786;292;1;9;1.0;2;1;16;2;23;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;1;0
8787;75;0;9;0.0;1;0;16;5;29;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8788;75;0;9;1.0;2;1;16;6;4;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8789;310;0;9;0.0;1;0;16;10;43;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;1;0;0;1;0;0
8790;310;0;9;1.0;2;1;16;11;11;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;1;0;0;1;0;0
8791;310;0;9;1.5;3;1;16;12;9;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;1;0;0;1;0;0
8792;310;0;9;2.0;4;1;16;12;36;1;0;0;1;0;0;0;0;0;1;0;0;10;5.0;1;0;0;1;0;0
8793;328;1;9;0.0;1;0;16;13;39;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;0;1
8794;328;1;9;1.0;2;1;16;14;1;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;0;1
8795;328;1;9;2.0;3;1;16;14;35;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;0;1;0;0;1
8796;137;0;9;0.0;1;0;16;15;58;1;0;0;1;0;0;0;0;0;1;0;0;10;5.0;0;0;1;1;0;0
8797;97;0;9;0.0;1;0;16;17;26;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;0;1
8798;97;0;9;1.0;2;1;16;17;29;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;0;1
8799;162;1;9;0.0;1;0;16;19;21;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;1;0;1;0;0
8800;162;1;9;0.5;2;1;16;19;26;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
8801;162;1;9;1.5;3;1;16;19;47;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
8802;162;1;9;2.5;4;1;16;19;55;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
8803;162;1;9;3.5;5;1;16;20;18;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;1;0;1;0;0
8804;162;1;9;4.0;6;1;16;20;26;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
8805;294;0;9;0.0;1;0;16;21;29;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
8806;200;0;9;0.0;1;0;16;24;54;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
8807;285;1;9;0.0;1;0;16;27;31;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
8808;285;1;9;0.0;1;0;16;28;31;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8809;285;1;9;1.0;2;1;16;29;1;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8810;285;1;9;2.0;3;1;16;29;4;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8811;285;1;9;3.0;4;1;16;29;35;1;0;0;1;0;0;0;0;0;1;0;0;10;5.0;0;0;1;1;0;0
8812;285;1;9;8.0;5;1;16;29;52;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8813;244;0;9;0.0;1;0;16;35;47;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;1;0;0;1;0;0
8814;134;1;9;0.0;1;0;16;38;52;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;0;1;0;1;0
8815;207;0;9;0.0;1;0;16;41;19;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;0;1;0;1;0
8816;207;0;9;2.0;2;1;16;41;31;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;1;0
8817;290;0;9;0.0;1;0;16;43;37;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
8818;245;1;9;0.0;1;0;16;45;5;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
8819;245;1;9;2.0;2;1;16;45;10;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
8820;163;0;9;0.0;1;0;16;46;21;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;1;0;0;0;0;1
8821;130;0;9;0.0;1;0;16;49;47;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8822;130;0;9;1.0;2;1;16;49;59;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
8823;114;0;9;0.0;1;0;16;52;0;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;1;0;1;0;0
8824;229;0;9;0.0;1;0;16;54;20;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8825;229;0;9;1.0;2;1;16;54;51;1;0;0;1;0;0;0;0;0;1;0;0;10;5.0;0;0;1;1;0;0
8826;193;1;9;0.0;1;0;16;56;18;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;1;0;0;1;0;0
8827;339;0;9;0.0;1;0;16;57;28;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;1;0
8828;339;0;9;1.0;2;1;16;58;26;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;0;1;0;1;0
8829;339;0;9;1.5;3;1;16;58;57;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;1;0
8830;211;0;9;0.0;1;0;17;4;32;1;0;0;1;0;0;0;0;0;1;0;0;10;5.0;1;0;0;1;0;0
8831;157;0;9;0.0;1;0;17;8;6;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
8832;217;1;9;0.0;1;0;17;12;23;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;0;1
8833;220;0;9;0.0;1;0;17;14;25;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;1;0;0;0;1;0
8834;220;0;9;1.0;2;1;17;15;12;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;1;0;0;0;1;0
8835;138;0;9;0.0;1;0;17;17;54;1;0;0;1;0;0;0;0;0;1;0;0;10;5.0;0;0;1;1;0;0
8836;182;0;9;0.0;1;0;17;21;34;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;1;0;0;0;0;1
8837;100;0;9;0.0;1;0;17;23;7;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;1;0;0;1;0;0
8838;91;0;9;0.0;1;0;17;26;7;1;0;0;1;0;0;0;0;0;1;0;0;10;5.0;0;0;1;0;1;0
8839;149;1;9;0.0;1;0;17;30;45;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;1;0;0;1;0;0
8840;141;0;9;0.0;1;0;17;34;39;1;0;0;1;0;0;0;0;0;1;0;0;10;5.0;0;1;0;1;0;0
8841;141;0;9;5.0;2;1;17;34;51;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
8842;141;0;9;6.0;3;1;17;35;26;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
8843;141;0;9;7.0;4;1;17;36;8;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
8844;42;0;9;0.0;1;0;17;38;25;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;1;0;0;0;0;1
8845;131;0;9;0.0;1;0;17;45;42;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8846;75;1;9;0.0;1;0;17;47;44;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;0;1;0;0;1
8847;124;1;9;0.0;1;0;17;49;5;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;1;0;1;0;0
8848;124;1;9;2.0;2;1;17;49;37;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;1;0;1;0;0
8849;124;1;9;4.0;3;1;17;49;48;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
8850;290;0;9;0.0;1;0;17;51;9;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;0;1
8851;382;0;9;0.0;1;0;17;58;56;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8852;382;0;9;1.0;2;1;17;59;6;1;0;0;1;0;0;0;0;0;1;0;0;10;5.0;0;0;1;1;0;0
8853;237;1;9;0.0;1;0;18;0;43;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8854;237;1;9;1.0;2;1;18;1;7;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8855;237;1;9;2.0;3;1;18;1;44;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8856;57;1;9;0.0;1;0;18;3;57;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
8857;117;0;9;0.0;1;0;18;8;53;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;0;1;0;1;0
8858;281;0;9;0.0;1;0;18;12;24;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;0;0;1
8859;281;0;9;1.0;2;1;18;12;59;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;1;0;0;0;1
8860;281;0;9;1.5;3;1;18;13;47;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;0;0;1
8861;281;0;9;2.5;4;1;18;13;48;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;1;0;0;0;1
8862;281;0;9;4.5;5;1;18;14;23;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;1;0;0;0;1
8863;281;0;9;5.0;6;1;18;14;55;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;0;0;1
8864;281;0;9;6.0;7;1;18;15;10;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;1;0;0;0;1
8865;281;0;9;6.5;8;1;18;15;58;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;0;0;1
8866;281;0;9;7.5;9;1;18;16;55;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;0;0;1
8867;93;0;9;0.0;1;0;18;17;15;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;0;1;0;0;1
8868;274;0;9;0.0;1;0;18;19;17;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
8869;29;1;9;0.0;1;0;18;21;50;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;0;1;0;1;0
8870;289;0;9;0.0;1;0;18;23;31;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;1;0;0;0;1;0
8871;77;1;9;0.0;1;0;18;24;55;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
8872;77;1;9;1.0;2;1;18;25;50;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
8873;399;1;9;0.0;1;0;18;30;43;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;1;0
8874;356;0;9;0.0;1;0;18;34;37;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;1;0;0;1;0;0
8875;356;0;9;2.0;2;1;18;34;40;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;1;0;0;1;0;0
8876;288;0;9;0.0;1;0;18;44;53;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;1;0;0;0;1;0
8877;222;1;9;0.0;1;0;18;46;29;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8878;222;1;9;1.0;2;1;18;47;5;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8879;376;1;9;0.0;1;0;18;48;36;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
8880;376;1;9;0.5;2;1;18;49;26;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8881;106;0;9;0.0;1;0;18;51;27;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8882;106;0;9;1.0;2;1;18;51;55;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
8883;233;0;9;0.0;1;0;18;53;4;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;0;1;0;0;1
8884;133;0;9;0.0;1;0;18;54;45;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;0;1;0;0;1
8885;229;0;9;0.0;1;0;18;58;43;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;1;0
8886;299;0;9;0.0;1;0;19;5;11;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8887;299;0;9;1.0;2;1;19;5;12;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8888;299;0;9;2.0;3;1;19;5;41;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8889;299;0;9;3.0;4;1;19;5;59;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8890;299;0;9;4.0;5;1;19;6;50;1;0;0;1;0;0;0;0;0;1;0;0;10;5.0;0;0;1;1;0;0
8891;75;0;9;0.0;1;0;19;8;35;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;1;0;0;1;0;0
8892;167;1;9;0.0;1;0;19;13;37;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
8893;227;0;9;0.0;1;0;19;15;27;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
8894;199;0;9;0.0;1;0;19;16;43;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;1;0;0;1;0;0
8895;162;1;9;0.0;1;0;19;17;45;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;1;0;0;1;0;0
8896;157;0;9;0.0;1;0;19;22;7;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;0;1
8897;157;0;9;1.0;2;1;19;22;35;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;0;1
8898;157;0;9;2.0;3;1;19;22;53;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;0;1
8899;157;0;9;3.0;4;1;19;23;15;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;0;1
8900;98;1;9;0.0;1;0;19;24;19;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
8901;309;0;9;0.0;1;0;19;26;5;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8902;309;0;9;1.0;2;1;19;26;35;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8903;309;0;9;2.0;3;1;19;27;12;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8904;258;0;9;0.0;1;0;19;28;19;1;0;0;1;0;0;0;0;0;1;0;0;10;5.0;0;0;1;1;0;0
8905;165;0;9;0.0;1;0;19;31;14;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
8906;165;0;9;1.0;2;1;19;32;12;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
8907;214;0;9;0.0;1;0;19;33;32;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;1;0;0;0;1
8908;214;0;9;0.5;2;1;19;34;7;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;0;0;1
8909;415;0;9;0.0;1;0;19;35;16;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;0;1;0;0;1
8910;415;0;9;0.5;2;1;19;35;38;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;0;1
8911;167;1;9;0.0;1;0;19;37;19;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;0;1
8912;167;1;9;1.0;2;1;19;37;24;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;0;1
8913;167;1;9;2.0;3;1;19;37;34;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;0;1;0;0;1
8914;29;0;9;0.0;1;0;19;42;21;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;1;0;0;1;0;0
8915;160;0;9;0.0;1;0;19;44;4;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
8916;160;0;9;2.0;2;1;19;44;38;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8917;160;0;9;3.0;3;1;19;44;46;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8918;160;0;9;4.0;4;1;19;45;24;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
8919;155;0;9;0.0;1;0;19;47;51;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
8920;128;0;9;0.0;1;0;19;49;24;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;1;0;0;1;0
8921;48;0;9;0.0;1;0;19;50;48;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8922;48;0;9;1.0;2;1;19;51;39;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8923;48;0;9;2.0;3;1;19;52;18;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8924;188;0;9;0.0;1;0;19;55;47;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;1;0;0;1;0;0
8925;232;1;9;0.0;1;0;19;57;35;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;0;0;1
8926;81;1;9;0.0;1;0;20;2;46;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;0;1;0
8927;185;0;9;0.0;1;0;20;4;7;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
8928;185;0;9;1.0;2;1;20;4;15;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
8929;185;0;9;2.0;3;1;20;4;27;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
8930;185;0;9;3.0;4;1;20;4;50;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;1;0;0
8931;236;0;9;0.0;1;0;20;6;22;1;0;0;1;0;0;0;0;0;1;0;0;10;5.0;1;0;0;1;0;0
8932;236;0;9;5.0;2;1;20;7;4;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;1;0;0;1;0;0
8933;160;0;9;0.0;1;0;20;11;27;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;0;1;0
8934;184;0;9;0.0;1;0;20;13;46;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8935;184;0;9;1.0;2;1;20;14;16;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
8936;184;0;9;3.0;3;1;20;14;50;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
8937;184;0;9;3.5;4;1;20;15;4;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8938;243;0;9;0.0;1;0;20;19;5;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;0;1;0
8939;243;0;9;1.0;2;1;20;19;39;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;0;1;0
8940;243;0;9;2.0;3;1;20;20;7;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;1;0;0;1;0
8941;243;0;9;4.0;4;1;20;20;43;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;0;1;0
8942;305;0;9;0.0;1;0;20;22;22;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;0;1;0;0;1
8943;305;0;9;0.5;2;1;20;22;37;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;0;1;0;0;1
8944;305;0;9;2.5;3;1;20;22;58;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;0;1;0;0;1
8945;209;1;9;0.0;1;0;20;24;12;1;0;0;1;0;0;0;0;1;0;0;0;5;2.0;0;0;1;1;0;0
8946;182;0;9;0.0;1;0;20;25;54;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8947;212;0;9;0.0;1;0;20;27;0;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8948;212;0;9;1.0;2;1;20;27;56;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;0;1;1;0;0
8949;282;0;9;0.0;1;0;20;29;28;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
8950;282;0;9;0.5;2;1;20;30;13;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;0;1;1;0;0
8951;266;1;9;0.0;1;0;20;32;9;1;0;0;1;0;0;0;0;0;0;0;1;1;0.5;0;1;0;1;0;0
8952;296;0;9;0.0;1;0;20;33;59;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;0;1;0;0;0;1
8953;283;1;9;0.0;1;0;20;35;22;1;0;0;1;0;0;0;0;0;0;1;0;3;1.0;1;0;0;0;1;0
